chunk_id,source_type,document,model,prompt_type,question,answer,Correctness,Question_Relevance,Information_Coverage
12,syllabus,561,gemini-2.5-pro,key_information,What are the policies regarding exams in this course?,"The exams are not comprehensive, and they are open-book and open-notes. No retakes or make-up exams will be given. All answers must be clearly and fully justified, as points may be deducted for unclear steps even if the final answer is correct.",,,
13,syllabus,561,gemini-2.5-pro,key_information,What are the main requirements for the engineering project described in the text?,"The project requires students to evaluate an engineering project by applying various economics techniques, specifically equity cash flows, total cash flows, and operating cash flows. Students must submit a 14-page report and deliver a PowerPoint presentation, with the deadline being during week 14.",,,
14,syllabus,561,gemini-2.5-pro,key_information,What are the potential consequences for students who violate the classroom policies regarding academic dishonesty or disruptive behavior?,"Engaging in any form of academic dishonesty is strictly prohibited and may result in severe penalties, including suspension and expulsion. Similarly, persistent disruptive behavior is not tolerated and may result in disciplinary action.",,,
15,syllabus,561,gemini-2.5-pro,key_information,How is the final grade for the course determined?,"The final grade is based on a weighted breakdown of five components: Exam 1 (20%), Exam 2 (20%), Exam 3 (25%), a Project (25%), and Quizzes (10%). The course grade will not be curved, and a student's grade cannot be improved with additional assignments.",,,
16,syllabus,561,gemini-2.5-pro,key_information,What are the main types of graded assessments scheduled in this course?,"The main graded assessments scheduled in this course consist of nine quizzes, three examinations, and project presentations.",,,
17,syllabus,534,gemini-2.5-pro,key_information,What is the primary teaching methodology of the ISE 534 - Data Analytics Consulting course?,"The course uses a hands-on, project-centric, and experiential learning approach that is industry-driven. It involves client participation on specific projects to guide students in learning problem-resolution methods and trains them to think and perform like data analytics consultants.",,,
18,syllabus,534,gemini-2.5-pro,key_information,What are the key skills students will develop in this course?,"Students will learn to use analytics to assess and predict business impacts by creating reports, visualizations, and presentations for a business audience. They will also build simulation models to estimate system performance, use programming to generate visualizations, and apply sensitivity analysis to key variables.",,,
19,syllabus,534,gemini-2.5-pro,key_information,What course material will be included on the Mid-term and Final exams?,"The exams will include all material covered in class as well as all assignments, such as cases, articles, video content, and book chapters, up to the date of the exam.",,,
20,syllabus,534,gemini-2.5-pro,key_information,How is the class project structured and evaluated?,"The class project, based on a client's needs, is the largest component of the final grade. It is divided into two separately graded phases. All team members receive the same grade based on the team's performance. Phase I focuses on requirements gathering, problem framing, data exploration, and proposing a solution approach. Phase II focuses on project management and the effective convergence of analytics.",,,
21,syllabus,534,gemini-2.5-pro,key_information,What are the two main phases of the Client Project in ISE 534 and what does each phase require?,"The Client Project is divided into two phases. Phase I, ""Problem Definition & Solution Approach,"" occurs in Week 7/8 and requires the delivery of a report and a presentation that frames the problem and proposes a solution. Phase II, ""Solution Formulation & Presentation,"" takes place in Week 14 and involves the delivery of a report, a presentation, and physical visualizations or models focused on solving the identified problem.",,,
22,syllabus,534,gemini-2.5-pro,key_information,What are the primary topics of discussion for the first two weeks of the ISE 534 course?,"The first week's activities include an administrative review and a discussion on critical thinking. The second week introduces ""Design Thinking and Analytics"" and ""The Consultant’s journey,"" with planned discussions on articles related to design thinking.",,,
23,syllabus,534,gemini-2.5-pro,key_information,What are the first and second project deliverables mentioned in the schedule and what is their focus?,"The first project deliverable, due in Week 3, is a two-page maximum report on the business environment and competitive landscape. The second deliverable, due in Week 5, involves preparing an interview guide for the client, developing an initial understanding of data quality and opportunities, creating data clarification questions, and writing an initial problem exploration report.",,,
24,syllabus,534,gemini-2.5-pro,key_information,What were the rules and format for the midterm exam?,"The midterm exam was conducted online using BrightSpace on October 20th. It was an open-book, open-notes test that covered all material up to that point. Students were required to take the test with their cameras and microphones open and were not permitted to collaborate with others.",,,
25,syllabus,534,gemini-2.5-pro,key_information,What are the components of the sixth and final project delivery for the course?,"The sixth and final project delivery consists of a Phase II report, a PowerPoint, and a verbal presentation.",,,
26,macro_policy,Action_plan,gemini-2.5-pro,key_information,What are the three pillars of America's AI Action Plan?,"America's AI Action Plan is built on three pillars: innovation, infrastructure, and international diplomacy and security. The plan aims to foster innovation by removing regulatory barriers, build vast AI infrastructure and the energy to power it, and establish American AI technology as the gold standard for allies worldwide.",,,
27,macro_policy,Action_plan,gemini-2.5-pro,key_information,What are the three pillars of America's AI Action Plan?,"The three pillars of America's AI Action Plan are: innovation, which focuses on developing new AI technology faster than competitors and removing regulatory barriers; infrastructure, which involves building vast AI infrastructure and the energy needed to power it; and international diplomacy and security, which aims to establish American AI as the worldwide gold standard.",,,
28,macro_policy,Action_plan,gemini-2.5-pro,key_information,What is the primary objective of America's AI Action Plan as described in the text?,"The main objective of the Action Plan is to provide policy recommendations for the Federal government to execute, with the goal of achieving global AI dominance. The plan aims to accomplish this by ensuring AI complements American workers, developing trustworthy and unbiased AI systems, and preventing the technology from being misused by malicious actors.",,,
29,macro_policy,Action_plan,gemini-2.5-pro,key_information,"According to the text, what is the primary strategy proposed in ""America's AI Action Plan"" to accelerate AI innovation?","The primary strategy is to accelerate private-sector-led AI innovation by removing burdensome regulations and ""red tape."" The plan suggests this will create the conditions for innovation to flourish by ensuring the private sector is unencumbered by bureaucracy. Recommended actions include identifying and repealing regulations that hinder AI development and considering a state's regulatory climate when making federal funding decisions.",,,
30,macro_policy,Action_plan,gemini-2.5-pro,key_information,"According to the text, why is it important to encourage the development of open-source and open-weight AI models?","It is important to encourage open-source and open-weight AI models because they provide unique value for innovation by allowing startups to use them flexibly, benefit commercial and government adoption by enabling work with sensitive data that cannot be sent to closed model vendors, and are essential for scientifically rigorous academic research. Additionally, the text states they have geostrategic value as they could become global standards founded on American values.",,,
31,macro_policy,Action_plan,gemini-2.5-pro,key_information,"According to the text, what is the primary bottleneck hindering AI's full potential, and what is the recommended solution?","The text states that the main bottleneck is the limited and slow adoption of AI, particularly within large organizations in critical sectors like healthcare. This is caused by factors such as distrust in the technology, a complex regulatory landscape, and a lack of clear standards. The recommended solution is a coordinated Federal effort to foster a ""try-first"" culture for AI by establishing regulatory sandboxes for testing and launching domain-specific initiatives to develop national standards.",,,
32,macro_policy,Action_plan,gemini-2.5-pro,key_information,"According to the text, what is the main bottleneck to harnessing the full potential of AI?","The primary bottleneck to harnessing AI's full potential is not the availability of models or tools, but rather the limited and slow adoption of AI, especially within large, established organizations and critical sectors. This slow adoption is attributed to factors like distrust or lack of understanding of the technology, a complex regulatory landscape, and a lack of clear governance and risk mitigation standards.",,,
33,macro_policy,Action_plan,gemini-2.5-pro,key_information,"According to the text, what is the Trump Administration's proposed strategy to empower American workers for an AI-driven economy?","The administration's ""worker-first AI agenda"" involves several actions: prioritizing AI skill development within federal education and workforce funding programs; issuing guidance to allow employers to offer tax-free reimbursement for AI training to scale private-sector investment; and directing federal agencies to study and analyze AI's impact on the labor market, including job creation, displacement, and wages.",,,
34,macro_policy,Action_plan,gemini-2.5-pro,key_information,What is the Trump Administration's proposed strategy to help the American workforce adapt to an AI-driven economy?,"The administration's ""worker-first AI agenda"" proposes several key actions to help workers navigate the transition. These include prioritizing AI skill development in education and workforce training programs, issuing tax guidance to enable employers to offer tax-free reimbursement for AI training, and directing federal agencies like the Bureau of Labor Statistics to study AI's impact on the labor market. The plan also includes establishing an AI Workforce Research Hub under the Department of Labor to evaluate AI's effects on the workforce.",,,
35,macro_policy,Action_plan,gemini-2.5-pro,key_information,"Why does the AI Action Plan recommend supporting next-generation manufacturing, and what key actions does it propose?","The plan recommends supporting next-generation manufacturing because AI enables innovations like autonomous drones and robotics, and it is crucial for America to be a world-class manufacturer of these technologies, especially since they have applications in defense and national security. To achieve this, the plan proposes that the Federal government invest in developing these technologies through various agencies and that it convene stakeholders to identify supply chain challenges for American robotics and drone manufacturing.",,,
36,macro_policy,Action_plan,gemini-2.5-pro,key_information,"According to the text, how should the Federal government support the development of next-generation manufacturing?","The government should prioritize investment in emerging technologies enabled by AI, such as robotics and autonomous drones, to usher in a new industrial renaissance. This includes funding the development and scaling of these technologies through various federal agencies and programs, as well as convening industry and government stakeholders to identify and address supply chain challenges.",,,
37,macro_policy,Action_plan,gemini-2.5-pro,key_information,"According to the AI Action Plan, what are the key recommended actions for transforming science with AI?","The plan recommends two main actions: investing in new scientific infrastructure and building world-class datasets. This includes funding automated, cloud-enabled labs and new types of scientific organizations to scale up experimentation, as well as incentivizing researchers to publicly release high-quality data and requiring the disclosure of datasets used by AI models in federally funded research.",,,
38,macro_policy,Action_plan,gemini-2.5-pro,key_information,"According to the text, why is it considered challenging to use today's advanced AI systems in high-stakes fields like defense and national security?","It is challenging because the inner workings of frontier AI systems are poorly understood, and technologists often cannot explain why a model produces a specific output. This lack of predictability makes it difficult to deploy advanced AI in critical applications where lives are at stake.",,,
39,macro_policy,Action_plan,gemini-2.5-pro,key_information,"According to the text, what is a primary challenge complicating the use of advanced AI systems in high-stakes fields like defense and national security?","A primary challenge is that the inner workings of frontier AI systems are poorly understood. Technologists often cannot explain why a model produces a specific output, which leads to a lack of predictability that makes it difficult to use these systems in applications where lives are at stake.",,,
40,macro_policy,Action_plan,gemini-2.5-pro,key_information,"According to the text, what key policy actions are recommended in America's AI Action Plan to build AI infrastructure and promote its adoption within the federal government?","The plan recommends several actions, including formalizing the Chief Artificial Intelligence Officer Council (CAIOC) for interagency coordination, creating a talent-exchange program for AI specialists, and developing a centralized AI procurement toolbox managed by the General Services Administration (GSA). It also proposes a program to transfer AI capabilities between agencies, mandates that federal employees receive access and training for advanced AI tools, and specifically calls for the aggressive adoption of AI within the Department of Defense to maintain military preeminence.",,,
41,macro_policy,Action_plan,gemini-2.5-pro,key_information,What are the key policy actions recommended in America's AI Action Plan to accelerate the adoption of artificial intelligence within the Federal government?,"The plan recommends several key actions, including formalizing the Chief Artificial Intelligence Officer Council (CAIOC) for interagency coordination, creating a talent-exchange program for AI specialists, establishing an AI procurement toolbox managed by the GSA to standardize acquisition, implementing a program to transfer advanced AI capabilities between agencies, and mandating that all relevant federal employees have access to and training for frontier language models.",,,
42,macro_policy,Action_plan,gemini-2.5-pro,key_information,"According to the text, what are the key policy actions recommended for the Department of Defense (DOD) under America's AI Action Plan?","The recommended actions for the DOD include identifying AI talent requirements and creating development programs to meet them, establishing a virtual proving ground for AI and autonomous systems, developing a process to prioritize workflows for AI automation, securing priority access to private computing resources for national emergencies, and growing Senior Military Colleges into hubs for AI research and talent building.",,,
43,macro_policy,Action_plan,gemini-2.5-pro,key_information,What policy actions does the text recommend to help courts and law enforcement overcome the challenges posed by deepfakes?,"The recommended actions include having the National Institute of Standards and Technology (NIST) develop a formal guideline and forensic benchmark for evaluating deepfakes, and tasking the Department of Justice (DOJ) with issuing guidance to agencies on adopting a deepfake evidence standard and filing formal comments on related proposed changes to the Federal Rules of Evidence.",,,
44,macro_policy,Action_plan,gemini-2.5-pro,key_information,What policy actions are recommended in the AI Action Plan to help the courts and law enforcement address the challenges of deepfakes?,"The plan recommends three actions: 1) That NIST develop its ""Guardians of Forensic Evidence"" program into a formal guideline and voluntary benchmark for evaluating deepfakes; 2) That the Department of Justice (DOJ) guide agencies to explore adopting a deepfake evidence standard; and 3) That the DOJ's Office of Legal Policy file formal comments on proposed changes to the Federal Rules of Evidence concerning deepfakes.",,,
45,macro_policy,Action_plan,gemini-2.5-pro,key_information,"According to the text, what is the proposed solution to accelerate the construction of the infrastructure needed for AI, such as data centers and energy sources?",The text proposes streamlining the environmental permitting system and reducing regulations to speed up the construction of AI infrastructure. Recommended actions include establishing new Categorical Exclusions under the National Environmental Policy Act (NEPA) for data center-related projects and expanding the use of the FAST-41 process to cover data center and energy projects.,,,
46,macro_policy,Action_plan,gemini-2.5-pro,key_information,What strategy is recommended to enhance the U.S. power grid to support the increasing demands of AI?,"The recommended strategy involves a two-phase approach: first, to stabilize the current grid, and second, to optimize its existing resources. Stabilization includes preventing the premature decommissioning of critical power generation resources and ensuring sufficient power capacity is consistently available. Optimization focuses on implementing advanced grid management technologies, upgrading power lines to transmit more electricity, and developing ways for large consumers to manage their power use during peak demand.",,,
47,macro_policy,Action_plan,gemini-2.5-pro,key_information,"According to the text, what strategic actions are recommended to ensure the U.S. power grid can support the growth of AI?","The recommended strategy is to first stabilize the current grid by preventing the premature decommissioning of critical power sources and ensuring sufficient power generation is available. The second action is to optimize existing grid resources through advanced management technologies, upgrades to power lines, and new ways for large consumers to manage their power consumption during peak demand.",,,
48,macro_policy,Action_plan,gemini-2.5-pro,key_information,What is the proposed plan for restoring American semiconductor manufacturing and what are its stated goals?,"The plan is to bring semiconductor manufacturing back to U.S. soil with the goals of generating thousands of high-paying jobs, reinforcing America's technological leadership, and protecting supply chains from disruption by foreign rivals. The recommended actions include using the Department of Commerce's CHIPS Program Office to secure a strong return on investment, removing extraneous policy requirements for funded projects, and streamlining regulations to accelerate manufacturing efforts.",,,
49,macro_policy,Action_plan,gemini-2.5-pro,key_information,What is the recommended strategy for training a skilled workforce to support America's AI infrastructure?,"The recommended strategy involves a multi-part plan that includes identifying high-priority occupations with industry partners, creating industry-driven training programs, and expanding early career exposure for middle and high school students. The plan also calls for updating Career, Technical, and Adult Education (CTE) programs and expanding the use of Registered Apprenticeships to build a pipeline of skilled workers for roles essential to AI infrastructure.",,,
50,macro_policy,Action_plan,gemini-2.5-pro,key_information,What is the recommended strategy for addressing the workforce shortages for America’s AI infrastructure?,"The recommended strategy is to invest in the skilled workforce that builds and maintains AI infrastructure by identifying high-priority jobs, developing modern skill frameworks, supporting industry-driven training programs, and expanding early career pipelines through education, career and technical education (CTE), and Registered Apprenticeships.",,,
51,macro_policy,Action_plan,gemini-2.5-pro,key_information,What is the recommended strategy for training a skilled workforce to build and maintain America’s AI infrastructure?,"The recommended strategy is a multi-pronged approach that involves identifying high-priority occupations and creating national skill frameworks for them, supporting industry-driven training programs developed with employers, and expanding early talent pipelines. This includes engaging middle and high school students through career exposure, updating Career and Technical Education (CTE) programs, and expanding the use of Registered Apprenticeships for critical roles.",,,
52,macro_policy,Action_plan,gemini-2.5-pro,key_information,"According to the text, what actions are recommended to address the security vulnerabilities of AI systems, especially in critical infrastructure?","The text recommends establishing an AI Information Sharing and Analysis Center (AI-ISAC) to share threat intelligence, issuing government guidance to the private sector on handling AI-specific threats, and promoting the development and use of ""secure-by-design,"" robust, and resilient AI systems that can detect malicious activities like data poisoning and adversarial attacks.",,,
53,macro_policy,Action_plan,gemini-2.5-pro,key_information,"According to the text, what are the primary security challenges of using AI in critical infrastructure, and what policy actions are recommended to mitigate them?","The text states that while AI systems can be excellent defensive tools for cybersecurity, their use in critical infrastructure exposes them to adversarial threats like data poisoning and adversarial example attacks. To mitigate these risks, the recommended policy actions include establishing an AI Information Sharing and Analysis Center (AI-ISAC) to share threat intelligence, issuing guidance to the private sector on AI-specific vulnerabilities, and promoting secure-by-design AI technologies through the development of government frameworks, toolkits, and standards for AI Assurance.",,,
54,macro_policy,Action_plan,gemini-2.5-pro,key_information,"According to the text, what is the dual role of AI in the cybersecurity of critical infrastructure?","The text describes AI's dual role as both a powerful defensive tool and a vulnerable target. AI-enabled cyberdefensive tools can help owners of critical infrastructure stay ahead of emerging threats. However, the use of AI in these critical systems also exposes the AI itself to adversarial threats like data poisoning and adversarial example attacks, which can compromise its performance.",,,
55,macro_policy,Action_plan,gemini-2.5-pro,key_information,"According to the AI Action Plan, what is the U.S. government's recommended approach to prepare for potential AI system failures?","The U.S. government's recommended approach is to promote the development and incorporation of AI Incident Response actions into existing incident response doctrines and best practices for both the public and private sectors. This involves partnering with industry to create standards and frameworks, updating cybersecurity playbooks to include AI considerations, and encouraging the sharing of AI vulnerability information.",,,
56,macro_policy,Action_plan,gemini-2.5-pro,key_information,What is the core strategy proposed in the text for the United States to lead in international AI diplomacy and security?,"The text proposes a two-pronged strategy: first, to actively export the complete American AI technology stack (hardware, models, standards) to allies and partners to form a global alliance and prevent them from relying on rival nations. Second, to protect U.S. innovation by denying adversaries access to critical technologies through strengthened export controls on AI compute and semiconductors, and by countering authoritarian influence in international governance bodies.",,,
57,Wiki,Neural_network,gemini-2.5-pro,key_information,What is an artificial neural network?,"An artificial neural network is a computational model in machine learning that is inspired by the structure and functions of biological neural networks. It consists of interconnected nodes, called artificial neurons, which are typically organized into layers. These neurons receive, process, and send signals to other connected neurons, with the connections having weights that adjust during the learning process.",,,
58,Wiki,Neural_network,gemini-2.5-pro,key_information,"What were some of the foundational contributions to neural networks made by early researchers like McCulloch, Pitts, and Hebb?","In 1943, Warren McCulloch and Walter Pitts created a non-learning computational model for neural networks and developed mathematical models of artificial neurons. In the late 1940s, D. O. Hebb proposed a learning hypothesis based on neural plasticity known as Hebbian learning, which was subsequently used in many early neural networks.",,,
59,Wiki,Neural_network,gemini-2.5-pro,key_information,What major limitations led to a decline in interest in early neural network research?,"Early neural network research declined due to several major limitations, including hardware constraints that limited network size and training efficiency, as well as an incomplete theoretical understanding of learning algorithms. A key issue was that many early models, such as single-layer perceptrons, were restricted to solving only linearly separable problems. These limitations were highlighted in the book *Perceptrons* by Marvin Minsky and Seymour Papert, which contributed to reduced research interest in the late 1960s and 1970s.",,,
60,Wiki,Neural_network,gemini-2.5-pro,key_information,What is the backpropagation algorithm and what was its significance for the field of neural networks?,Backpropagation is an algorithm that allows multi-layer neural networks to be trained efficiently by propagating error gradients backward through the network layers. Its development was significant because it revived interest in the field of neural networks during the 1980s.,,,
61,Wiki,Neural_network,gemini-2.5-pro,key_information,What were the two main fields that inspired the origins of Recurrent Neural Networks (RNNs)?,"The two main origins of Recurrent Neural Networks (RNNs) were statistical mechanics and neuroscience. The origin from statistical mechanics involved work by Shun'ichi Amari and John Hopfield on associative memory models, while the origin from neuroscience was inspired by the observation of loop-like, or ""recurrent,"" structures in the brain, such as those noted by Cajal and Hebb.",,,
62,Wiki,Neural_network,gemini-2.5-pro,key_information,"What events and developments between 2009 and 2012 marked the beginning of the ""modern deep learning"" era?","The beginning of the modern deep learning era was marked by Artificial Neural Networks (ANNs) winning image recognition contests and approaching human-level performance. This was enabled by unsupervised pre-training and increased computing power from GPUs, which allowed for the use of larger networks. Key events included DanNet achieving superhuman performance in a 2011 contest and AlexNet winning the 2012 ImageNet competition by a significant margin.",,,
63,Wiki,Neural_network,gemini-2.5-pro,key_information,"According to the text, what architecture has become the model of choice for natural language processing and is used in systems like ChatGPT?","The transformer architecture, introduced in 2017, has increasingly become the model of choice for natural language processing and is used by many modern large language models such as ChatGPT, GPT-4, and BERT.",,,
64,Wiki,Neural_network,gemini-2.5-pro,key_information,How does an artificial neural network learn to improve its performance?,A neural network learns by adjusting the weights of the connections between its neurons. This adjustment process aims to improve the accuracy of the network's results by minimizing the observed errors when compared against sample data.,,,
65,Wiki,Neural_network,gemini-2.5-pro,key_information,"According to the text, how do Artificial Neural Networks (ANNs) learn?","ANNs learn from labeled training data by iteratively updating their parameters to minimize a defined loss function, which measures the error between the network's predicted output and the actual target values. This process, often using gradient-based methods like backpropagation, continues as long as the loss function's output declines, allowing the network to generalize to unseen data.",,,
66,Wiki,Neural_network,gemini-2.5-pro,key_information,"What are the main learning paradigms in machine learning, and how do supervised and unsupervised learning differ?","The text describes three main learning paradigms: supervised learning, unsupervised learning, and reinforcement learning. The key difference between supervised and unsupervised learning lies in the data they use. Supervised learning uses a set of paired inputs and desired outputs to learn a task, similar to having a ""teacher."" In contrast, unsupervised learning is only given input data and a cost function, and it must find inherent patterns or structures within that data without being provided with correct outputs.",,,
67,Wiki,Neural_network,gemini-2.5-pro,key_information,What is the primary goal of reinforcement learning as described in the text?,"The primary goal of reinforcement learning is to devise a policy, or weight a network, that enables an agent to perform actions that minimize its long-term, expected cumulative cost. At any given point, the agent must decide whether to explore new actions to learn their costs or to exploit its prior learning to make progress more quickly.",,,
68,Wiki,Neural_network,gemini-2.5-pro,key_information,"According to the text, what are the main differences between stochastic and batch learning modes?","In stochastic learning, a weight adjustment is made after each individual input, which introduces ""noise"" into the process and helps reduce the chance of the network getting stuck in local minima. In contrast, batch learning adjusts weights based on an entire batch of inputs, which typically results in a faster, more stable descent to a local minimum.",,,
69,Wiki,Neural_network,gemini-2.5-pro,key_information,What are the primary ways in which different types of Artificial Neural Networks (ANNs) can be classified?,"ANNs can be classified based on several key characteristics. They are categorized as either static, with fixed components like layers and weights, or dynamic, where one or more of these components can evolve during learning. Additionally, they can be distinguished by whether their learning is ""supervised"" by an operator or if they operate independently, as well as by their implementation, existing either purely in hardware or as software running on general-purpose computers.",,,
70,Wiki,Neural_network,gemini-2.5-pro,key_information,"According to the text, what is a key theoretical property related to the computational power of a multilayer perceptron?","The text states that the multilayer perceptron is a universal function approximator, as proven by the universal approximation theorem. However, it also notes that the proof is not constructive, meaning it does not specify the number of neurons, the network topology, the weights, or the learning parameters required to approximate a given function.",,,
71,Wiki,Neural_network,gemini-2.5-pro,key_information,"What is over-training in neural networks, and what two approaches does the text suggest to address it?","Over-training is a problem where a system fails to generalize well to unseen examples, which can occur when the network's capacity significantly exceeds the necessary free parameters. The two approaches suggested to address this are: 1) using cross-validation to check for over-training and select hyperparameters that minimize generalization error, and 2) using regularization, which involves favoring simpler models to minimize the predicted error on unseen data.",,,
72,Wiki,Neural_network,gemini-2.5-pro,key_information,In what diverse fields have artificial neural networks (ANNs) been applied?,"According to the text, artificial neural networks have been applied in a wide range of disciplines due to their ability to model complex systems and nonlinear processes. They form the core of many AI systems, including natural language processing, computer vision, and speech recognition, and are also used in fields such as finance, robotics, data mining, e-mail spam filtering, and medicine, where they help diagnose cancers.",,,
73,Wiki,Neural_network,gemini-2.5-pro,key_information,What are some of the diverse scientific and technical fields where Artificial Neural Networks (ANNs) have been applied?,"According to the text, Artificial Neural Networks (ANNs) are applied in a wide variety of fields, including geoscience (for hydrology and ocean modelling), cybersecurity (to detect malware and fraud), and physics (to solve partial differential equations). They are also employed in brain research to study neural behavior, in materials science for discovering new materials, and for tasks in image and speech recognition.",,,
74,Wiki,Neural_network,gemini-2.5-pro,key_information,"What are some of the key fields where Artificial Neural Networks (ANNs) are applied, and what functions do they perform in those areas?","According to the text, ANNs are applied in several diverse fields. These include natural language processing for tasks like machine translation and sentiment analysis; finance for predicting stock market trends and assessing credit scores; medicine for enhancing diagnostic accuracy and speeding up drug discovery; cybersecurity for detecting anomalies and malware; and content creation for generating new artworks and music compositions.",,,
75,Wiki,Neural_network,gemini-2.5-pro,key_information,What are two main criticisms of neural networks mentioned in the text?,"The text outlines two major criticisms of neural networks: a practical one and a theoretical one. The practical criticism is that they require too many training samples to be effective for real-world operation. The theoretical criticism is that their core principles are ill-defined, leading to the view that they perform simple statistical association rather than true learning, making their solutions appear ""as if by magic.""",,,
76,Wiki,Neural_network,gemini-2.5-pro,key_information,"According to the text, what is a primary reason for the resurgence and increased effectiveness of neural networks in the twenty-first century?","The resurgence of neural networks is largely attributed to significant advances in hardware. From 1991 to 2015, computing power increased by approximately a million-fold, particularly due to GPUs, which made it feasible to train much deeper networks. The use of accelerators like GPUs and FPGAs has also reduced training times from months to days.",,,
77,Wiki,Neural_network,gemini-2.5-pro,key_information,"What is ""concept drift"" in the context of neural networks, and what are its consequences?","Concept drift is a phenomenon where the statistical properties of input data change over time after a neural network is deployed in the real world. This is a problem because it can reduce the model's predictive accuracy and lead to unreliable or biased decisions, causing its real-world performance to be substantially lower than what was observed during training.",,,
78,Wiki,Neural_network,gemini-2.5-pro,key_information,"How does the analysis of an Artificial Neural Network (ANN) compare to that of a biological neural network, according to the text?","The text states that analyzing what an Artificial Neural Network (ANN) has learned is much easier than analyzing what a biological neural network has learned. Furthermore, researchers are gradually discovering the general principles, such as local vs. non-local learning and shallow vs. deep architecture, that allow these learning machines to succeed.",,,
79,Wiki,Climate_change,gemini-2.5-pro,key_information,"According to the text, what is the primary cause of the modern-day rise in global temperatures?","The text states that the modern-day rise in global temperatures is driven by human activities, especially the burning of fossil fuels like coal, oil, and natural gas since the Industrial Revolution. Other contributing activities include deforestation and some agricultural and industrial practices that release greenhouse gases.",,,
80,Wiki,Climate_change,gemini-2.5-pro,key_information,What are the primary strategies mentioned in the text to take action on climate change?,"The main strategies involve phasing out fossil fuels by stopping subsidies, conserving energy, and switching to energy sources that do not produce significant carbon pollution, such as wind, solar, hydro, and nuclear power. This clean electricity can then be used to power transportation, heat buildings, and run industries. Additionally, carbon can be removed from the atmosphere by increasing forest cover and using farming methods that store carbon in the soil.",,,
81,Wiki,Climate_change,gemini-2.5-pro,key_information,What caused the marked increase in global temperature that began after 1970?,"The marked temperature increase after 1970 was caused by the growing accumulation of greenhouse gases combined with controls on sulfur pollution. Prior to this period, the warming impact of greenhouse gases had been offset by the cooling effect of sulfate aerosols from sulfur dioxide emissions, which reflect sunlight. Once sulfur pollution was controlled, this offsetting cooling effect was reduced, leading to a significant rise in temperature.",,,
82,Wiki,Climate_change,gemini-2.5-pro,key_information,Why do different regions of the world warm at different rates?,"Different regions warm at different rates primarily because land warms faster than oceans. The average surface temperature over land has increased almost twice as fast as the global average because oceans can store a vast amount of heat (over 90% of the extra energy in the climate system) and also lose more heat through evaporation. Consequently, the Northern Hemisphere, which has much more land, has warmed significantly faster than the Southern Hemisphere, with Arctic surface temperatures increasing three to four times faster than the rest of the world.",,,
83,Wiki,Climate_change,gemini-2.5-pro,key_information,How do scientists attribute recent global warming to human activity rather than natural causes like the sun?,"Scientists determine the human contribution by developing unique ""fingerprints"" for all potential causes and comparing them with observed warming patterns. For instance, solar forcing has been ruled out as the primary cause because its fingerprint involves warming the entire atmosphere, whereas observations confirm that only the lower atmosphere has warmed.",,,
84,Wiki,Climate_change,gemini-2.5-pro,key_information,"According to the text, what are the primary human-caused sources of greenhouse gases like CO2 and methane?","The primary sources of CO2 emissions are the burning of fossil fuels for energy, transport, manufacturing, and electricity, along with deforestation and industrial processes like making cement and steel. Methane emissions primarily come from livestock, manure, rice cultivation, landfills, and the extraction of oil and gas.",,,
85,Wiki,Climate_change,gemini-2.5-pro,key_information,How do aerosols from air pollution impact the climate?,"Aerosols affect the climate on a large scale by scattering and absorbing solar radiation, which can lead to a phenomenon known as ""global dimming."" They also have indirect effects, such as making clouds more reflective by causing them to form with more and smaller droplets. While aerosols typically limit global warming by reflecting sunlight, black carbon in soot can contribute to warming, especially when it lands on snow or ice and increases the absorption of sunlight.",,,
86,Wiki,Climate_change,gemini-2.5-pro,key_information,"According to the text, what evidence indicates that recent warming is not caused by increased solar or volcanic activity?","The text states that there has been no upward trend in the Sun's energy reaching Earth since 1880. Furthermore, the upper atmosphere has been cooling, which is consistent with heat being trapped by greenhouse gases, rather than warming, which would occur if the Sun were sending more energy. As for volcanoes, their temperature impacts are short-lived, and their CO2 emissions are less than 1% of human-caused emissions, resulting in a negligible impact on long-term global temperature trends.",,,
87,Wiki,Climate_change,gemini-2.5-pro,key_information,"What role do land plants and oceans play in absorbing human-caused CO2, and how is this capability threatened by climate change?","Land plants and oceans have absorbed approximately half of all human-caused CO2 emissions. This capability is threatened by climate change itself, as higher emissions will lead to a smaller fraction of CO2 being absorbed. This is because climate change causes droughts and heat waves that inhibit plant growth, while warmer soils release more carbon. Additionally, oceans will absorb carbon at a lower rate as they become more acidic and experience changes in circulation and phytoplankton distribution.",,,
88,Wiki,Climate_change,gemini-2.5-pro,key_information,What are the primary environmental effects of climate change mentioned in the text?,"The environmental effects of climate change are broad, affecting oceans, ice, and weather. These include an increased frequency of droughts and heat waves, rising global sea levels from melting ice and thermal expansion, the shrinking of Arctic sea ice, and oceans becoming more acidic and losing oxygen.",,,
89,Wiki,Climate_change,gemini-2.5-pro,key_information,"What are some of the potential climate ""tipping points"" mentioned in the text, and how do their timelines for occurring differ?","According to the text, some climate tipping points, like the melting of ice sheets, would occur over millennia. Others, however, could happen much faster, unfolding over a matter of decades. These faster tipping points include the collapse of major ocean currents like the Atlantic meridional overturning circulation (AMOC) and irreversible damage to key ecosystems like the Amazon rainforest and coral reefs.",,,
